HCHO Reading,Location,Current Date,Next Date,HCHO Reading Z-Score
0.000105198,Colombo Proper,9/8/2019,9/9/2019,-0.6275128171129457
7.796198665621607e-05,Colombo Proper,9/9/2019,9/10/2019,-0.9478996978633625
0.000170646,Colombo Proper,9/10/2019,9/11/2019,0.14237520969472783
0.00015854271692552723,Colombo Proper,9/11/2019,9/12/2019,0.0
0.00015854271692552723,Colombo Proper,9/12/2019,9/13/2019,0.0
0.00015854271692552723,Colombo Proper,9/13/2019,9/14/2019,0.0
0.00015854271692552723,Colombo Proper,9/16/2019,9/17/2019,0.0
7.293194215549228e-05,Colombo Proper,9/17/2019,9/18/2019,-1.0070698945907954
0.000122432,Colombo Proper,9/18/2019,9/19/2019,-0.4247831652671528
0.00015854271692552723,Colombo Proper,9/19/2019,9/20/2019,0.0
4.4304662755935576e-05,Colombo Proper,9/20/2019,9/21/2019,-1.3438227311907935
6.719672168285214e-05,Colombo Proper,9/21/2019,9/22/2019,-1.0745353262768347
0.00015854271692552723,Colombo Proper,9/22/2019,9/23/2019,0.0
0.00015854271692552723,Colombo Proper,9/23/2019,9/24/2019,0.0
0.00015854271692552723,Colombo Proper,9/24/2019,9/25/2019,0.0
0.00015854271692552723,Colombo Proper,9/25/2019,9/26/2019,0.0
0.000122252,Colombo Proper,9/27/2019,9/28/2019,-0.4269005690812555
0.000209572,Colombo Proper,9/28/2019,9/29/2019,0.600275547848919
0.000157893,Colombo Proper,9/29/2019,9/30/2019,-0.007642850534435262
0.000108005,Colombo Proper,9/30/2019,10/1/2019,-0.5944930809674694
0.000173758,Colombo Proper,10/1/2019,10/2/2019,0.17898276896965595
8.218956230442276e-05,Colombo Proper,10/2/2019,10/3/2019,-0.8981692267415862
0.00030439,Colombo Proper,10/3/2019,10/4/2019,1.715653296990986
4.704659868522847e-05,Colombo Proper,10/4/2019,10/5/2019,-1.3115683667757407
0.000175776,Colombo Proper,10/5/2019,10/6/2019,0.20272121839664944
0.00015854271692552723,Colombo Proper,10/6/2019,10/7/2019,0.0
3.090292903243917e-05,Colombo Proper,10/7/2019,10/8/2019,-1.5014720762003357
0.000141665,Colombo Proper,10/8/2019,10/9/2019,-0.19853856773029951
0.000172195,Colombo Proper,10/9/2019,10/10/2019,0.16059664585053218
0.000192906,Colombo Proper,10/10/2019,10/11/2019,0.40422748137207215
0.00015854271692552723,Colombo Proper,10/11/2019,10/12/2019,0.0
0.00015854271692552723,Colombo Proper,10/12/2019,10/13/2019,0.0
0.000149861,Colombo Proper,10/13/2019,10/14/2019,-0.10212611406149842
8.925810029372805e-05,Colombo Proper,10/14/2019,10/15/2019,-0.8150195084155666
0.000182032,Colombo Proper,10/15/2019,10/16/2019,0.2763127642912346
0.000176825,Colombo Proper,10/16/2019,10/17/2019,0.21506097729105808
4.544709803342311e-05,Colombo Proper,10/17/2019,10/18/2019,-1.3303838600023639
0.000102984,Colombo Proper,10/18/2019,10/19/2019,-0.6535568840264067
0.000166222,Colombo Proper,10/19/2019,10/20/2019,0.09033412928589722
6.604724330827594e-05,Colombo Proper,10/20/2019,10/21/2019,-1.088057047913257
0.00015854271692552723,Colombo Proper,10/21/2019,10/22/2019,0.0
0.00015854271692552723,Colombo Proper,10/22/2019,10/23/2019,0.0
0.000147185,Colombo Proper,10/23/2019,10/24/2019,-0.13360485076448894
0.00015854271692552723,Colombo Proper,10/24/2019,10/25/2019,0.0
0.00015854271692552723,Colombo Proper,10/25/2019,10/26/2019,0.0
0.00015854271692552723,Colombo Proper,10/26/2019,10/27/2019,0.0
0.00015854271692552723,Colombo Proper,10/27/2019,10/28/2019,0.0
0.00015854271692552723,Colombo Proper,10/28/2019,10/29/2019,0.0
